price,category,product,isActive
4.68,bebidas,"Refrigerante Coca-Cola Zero 1,5 Litro",TRUE
2.99,bebidas,Leite Piracanjuba Zero Lactose 1L,TRUE
2.49,bebidas,"Água Mineral sem Gás Pureza Vital Nestlé 1,5L",TRUE
1.15,bebidas,Refresco em Pó Clight Maracujá 8g,TRUE
2.79,bebidas,"Água Mineral com Gás Santa Rita 1,5L",TRUE
4.68,bebidas,"Refrigerante Coca-Cola 1,5L",TRUE
30.96,bebidas,Cerveja Amstel Lager Lata 350mL C/12,TRUE
3.38,bebidas,Cerveja Heineken Lata 350mL,TRUE
1.75,bebidas,Água Mineral sem Gás São Lourenço 300mL,TRUE
1.15,bebidas,Refresco em Pó Clight Uva 8g,TRUE
0.99,bebidas,Refrigerante Coca Cola Zero Pet 200mL,TRUE
1.55,bebidas,Água Mineral com Gás Crystal 500mL,TRUE
2.55,bebidas,Leite Aurora Semi-Desnatado Longa Vida 1L,TRUE
2.55,bebidas,Leite Piracanjuba Semi-Desnatado Longa Vida com Tampa 1L,TRUE
2.98,bebidas,Cerveja Dado Bier Lager Lata (Latão) 473mL,TRUE
0.99,bebidas,Refresco em Pó Tang Laranja 25g,TRUE
1.15,bebidas,Refresco em Pó Clight Tangerina 8g,TRUE
1.79,bebidas,Suco Kapo Uva 200mL,TRUE
19.80,bebidas,Cerveja Schin Lata 350mL c/12,TRUE
1.99,bebidas,Refrigerante Coca Cola Zero 310mL,TRUE
1.88,bebidas,Cerveja Antarctica Subzero Lata 350mL,TRUE
2.28,bebidas,Cerveja Bohemia Lata 350mL,TRUE
2.58,bebidas,Refrigerante Coca-Cola Lata 350mL,TRUE
0.99,bebidas,Refresco em Pó Tang Abacaxi 25g,TRUE
1.68,bebidas,Água Mineral sem Gás Imperatriz 500mL,TRUE
2.58,bebidas,Cerveja Amstel Lager Lata 350mL,TRUE
2.28,bebidas,Cerveja Devassa Puro Malte Lata 350mL,TRUE
1.79,bebidas,Suco Kapo Morango 200mL,TRUE
1.48,bebidas,Bebida Mista Vig Uva 200mL,TRUE
5.99,bebidas,Água Mineral sem Gás Santa Rita 5 Litros,TRUE
2.79,bebidas,Água Tônica Antárctica Diet Lata 350mL,TRUE
2.89,bebidas,"Água Mineral sem Gás Santa Rita 1,5L",TRUE
0.99,bebidas,Refresco em Pó Tang Limão 25g,TRUE
9.99,bebidas,"Suco Aurora Uva Integral 1,5L",TRUE
22.56,bebidas,Cerveja Antarctica Subzero Lata 350mL C/12,TRUE
2.58,bebidas,Refrigerante Coca-Cola Zero 350mL Lata,TRUE
7.49,bebidas,Energético Red Bull Sugar Free 250mL,TRUE
2.99,bebidas,Leite Elegê Longa Vida Baixa Lactose 1L,TRUE
3.49,bebidas,Leite Ninho Semi-Desnatado Levinho Longa Vida 1L,TRUE
2.19,bebidas,Leite Parmalat Desnatado Longa Vida 1L,TRUE
3.75,bebidas,Cerveja Brahma Malzbier Lata 350mL,TRUE
2.18,bebidas,Refrigerante Guaraná Antarctica 350mL Lata,TRUE
2.99,bebidas,Refrigerante H2OH Limão 500mL,TRUE
4.98,bebidas,Refrigerante Guaraná Antarctica Zero 2L,TRUE
0.99,bebidas,Refresco em Pó Tang Maracujá 25g,TRUE
2.98,bebidas,Cerveja Budweiser Lata 350mL,TRUE
3.49,bebidas,Leite Molico Desnatado Longa Vida 1L,TRUE
0.69,bebidas,Água Mineral Imperatriz Copo 200mL,TRUE
1.28,bebidas,Refrigerante Coca Cola Pet 200mL,TRUE
02.09,bebidas,"Água Mineral com Gás Crystal 1,5L",TRUE
1.65,bebidas,Água Mineral sem Gás Pureza Vital Nestlé 510mL,TRUE
3.58,bebidas,Refrigerante Coca-Cola 600mL,TRUE
2.19,bebidas,Leite Languiru Integral 1l S/tampa,TRUE
3.65,bebidas,Água Mineral sem Gás Santa Rita 2 Litros,TRUE
2.79,bebidas,Água Tônica Schweppes 350mL,TRUE
5.47,bebidas,Bebida Láctea (Achocolatado) Toddynho 200mL c/3,TRUE
3.99,bebidas,Isotônico Gatorade Limão 500mL,TRUE
15.06,bebidas,Refrigerante Coca-Cola 350mL Lata Leve mais e Pague menos c/6,TRUE
02.09,bebidas,"Água Mineral sem Gás Crystal 1,5L",TRUE
1.15,bebidas,Refresco em Pó Clight Chá Preto e Limão 8g,TRUE
0.99,bebidas,Refresco em Pó Tang Uva 25g,TRUE
4.47,bebidas,"Água Mineral com Gás São Lourenço 1,26L",TRUE
69.89,bebidas,Cerveja Heineken Barril 5L,TRUE
20.88,bebidas,Cerveja Sol Premium Long Neck 330mL c/6,TRUE
7.49,bebidas,Energético Red Bull Summer Edition 250mL,TRUE
32.90,bebidas,Espumante Francês La Roche Brut 750mL,TRUE
2.99,bebidas,Leite Uht Parmalat 1lt Integral Pet,TRUE
2.47,bebidas,Cerveja Brahma Lata 350mL,TRUE
2.79,bebidas,Água Tônica Antárctica Lata 350mL,TRUE
8.38,bebidas,Refrigerante Coca-Cola 3L,TRUE
5.88,bebidas,Refrigerante Pepsi 2L,TRUE
4.69,bebidas,Néctar Maguary Uva 1L,TRUE
33.36,bebidas,Cerveja Budweiser Lata 350mL C/12,TRUE
26.32,bebidas,Refrigerante Coca-Cola 2L c/4,TRUE
1.18,bebidas,Refrigerante Sprite S/açucar Pet 200mL,TRUE
39.24,bebidas,Cerveja Brahma Lata 350mL c/18,TRUE
29.64,bebidas,Cerveja Brahma Lata 350mL c/12,TRUE
3.48,bebidas,Refrigerante Guaraná Kuat 2L,TRUE
12.90,bebidas,"Suco Garibaldi Uva Integral 1,5L",TRUE
0.99,bebidas,Refresco em Pó Tang Laranja Docinha 25g,TRUE
2.99,bebidas,Suco Campo Largo Uva Integral 200mL,TRUE
11.99,bebidas,Energético Red Bull 473mL,TRUE
3.58,bebidas,Refrigerante Coca-Cola Zero 600mL,TRUE
40.56,bebidas,Cerveja Heineken Lata 350mL c/12,TRUE
4.69,bebidas,Néctar Maguary Maracujá 1L,TRUE
20.28,bebidas,Cerveja Eisenbahn Pilsen Lata 350mL C/6,TRUE
9.49,bebidas,Água de Coco Kero Coco 1L,TRUE
15.06,bebidas,Refrigerante Coca-Cola Zero 350mL Lata c/6 Leve Mais e Pague Menos,TRUE
2.49,bebidas,Chá Pronto Guaraná com Açaí 300mL Copo,TRUE
7.28,bebidas,Suco Salton Uva Integral 500mL,TRUE
3.99,bebidas,"Chá Pronto Matte Leão Limão 1,5L",TRUE
0.99,bebidas,Refresco em Pó Tang Manga 25g,TRUE
4.49,bebidas,Bebida Láctea (Achocolatado) Nestlé Fast Neston 280mL,TRUE
2.15,bebidas,Água de Coco Ducoco 200mL,TRUE
2.45,bebidas,Refrigerante Schweppes Citrus Lata 350mL,TRUE
1.18,bebidas,Refrigerante Fanta Guaraná Pet 200mL,TRUE
1.25,bebidas,Água Mineral sem Gás Santa Rita 300mL,TRUE
2.99,bebidas,Leite Nestlé Ninho Semi-Desnatado Zero Lactose Longa Vida 1L,TRUE
29.96,bebidas,Energético Red Bull 250mL c/4,TRUE
2.55,bebidas,Leite Piracanjuba Desnatado Longa Vida com Tampa 1L,TRUE
1.18,bebidas,Refrigerante Fanta Laranja Pet 200mL,TRUE
4.69,bebidas,Néctar Maguary Morango 1L,TRUE
3.38,bebidas,Cerveja Eisenbahn Pilsen Lata 350mL,TRUE
3.99,bebidas,Isotônico Gatorade Tangerina 500mL,TRUE
2.97,bebidas,Água de Coco Kero Coco 200mL,TRUE
0.98,bebidas,Refrigerante Guaraná Pet 200mL,TRUE
1.48,bebidas,Bebida Mista Vig Morango 200mL,TRUE
1.65,bebidas,Cerveja Schin Lata 350mL,TRUE
5.48,bebidas,Refrigerante Sprite Original 2L,TRUE
3.99,bebidas,"Chá Pronto Matte Leão Natural 1,5L",TRUE
1.48,bebidas,Bebida Mista Vig Laranja 200mL,TRUE
2.99,bebidas,Suco Campo Largo Maçã Integral 200mL,TRUE
2.15,bebidas,Refrigerante Sprite Lata 350mL,TRUE
6.48,bebidas,Néctar Del Valle Mais Uva 1L,TRUE
5.17,bebidas,Vodca (Vodka) Smirnoff Ice Red Long Neck 275mL,TRUE
1.15,bebidas,Refresco em Pó Clight Cranberry 8g,TRUE
24.60,bebidas,Cerveja Kaiser Lata 350mL c/12,TRUE
1.79,bebidas,Suco Kapo Maracujá 200mL,TRUE
0.99,bebidas,Bebida Láctea Pirakids Chocolate 200mL,TRUE
6.38,bebidas,Cerveja Antarctica Original Garrafa Descartável 600mL,TRUE
2.25,bebidas,Cerveja Skol Lata 350mL,TRUE
3.48,bebidas,Refrigerante Guaraná Kuat Zero 2L,TRUE
0.99,bebidas,Refresco em Pó Tang Morango 25g,TRUE
4.28,bebidas,"Refrigerante Sprite Fresh Lemon 1,5L",TRUE
27.36,bebidas,Cerveja Devassa Puro Malte (Lata) 350mL C/12,TRUE
0.99,bebidas,Refresco em Pó Tang Guaraná 25g,TRUE
3.99,bebidas,Isotônico Gatorade Maracujá 500mL,TRUE
1.48,bebidas,Bebida Mista Vig Maracujá 200mL,TRUE
10.90,bebidas,"Suco Salton Uva Integral 1,5L",TRUE
6.99,bebidas,Suco Concentrado Maguary Maracujá 500mL,TRUE
3.78,bebidas,Cerveja Eisenbahn Pilsen Long Neck 355mL,TRUE
1.98,bebidas,Néctar Sufresh Turma da Mônica Morango 200mL,TRUE
27.36,bebidas,Cerveja Bohemia Lata 350mL c/12,TRUE
33.90,bebidas,Vodca (Vodka) Smirnoff 998mL,TRUE
29.90,bebidas,Espumante Brasileiro Salton Brut 750mL,TRUE
29.90,bebidas,Espumante Brasileiro Salton Prosecco 750mL,TRUE
8.99,bebidas,Suco Do Bem Todo Dia Uva 1L,TRUE
7.99,bebidas,Água de Coco Ducoco 1L,TRUE
6.48,bebidas,Néctar Del Valle Mais Laranja 1L,TRUE
2.28,bebidas,Refrigerante Fanta Uva Lata 350mL,TRUE
0.99,bebidas,Refresco em Pó Tang Caju 25g,TRUE
1.79,bebidas,Suco Kapo Laranja 200mL,TRUE
5.49,bebidas,Refrigerante Fanta Laranja 2L,TRUE
5.97,bebidas,Água de Coco Da Fazenda 1L,TRUE
6.17,bebidas,Chá Branco Feel Good com Lichia 1L,TRUE
3.99,bebidas,Refrigerante Soda Limonada Antarctica 2L,TRUE
4.69,bebidas,Néctar Maguary Maçã 1L,TRUE
0.99,bebidas,Refresco Po Tang 25G Lar/Mor/Mar,TRUE
2.99,bebidas,"Água Mineral sem Gás Imperatriz 1,5L",TRUE
3.45,bebidas,"Água Mineral com Gás Imperatriz 1,5L",TRUE
7.49,bebidas,Energético Red Bull 250mL,TRUE
1.48,bebidas,Bebida Mista Vig Maçã 200mL,TRUE
8.99,bebidas,"Energético Nitrix 2,1L",TRUE
1.99,bebidas,Refrigerante Fanta Guaraná Lata 350mL,TRUE
2.99,bebidas,Refrigerante Guaraná Antarctica 600mL,TRUE
3.98,bebidas,Cerveja Coruja Lager 350mL Lata,TRUE
0.99,bebidas,Refresco em Pó Tang Laranja com Mamão 25g,TRUE
2.18,bebidas,Refrigerante Itubaína 350mL Lata,TRUE
9.99,bebidas,Energético Red Bull 355mL,TRUE
5.29,bebidas,Bebida Láctea (Achocolatado) Tirol 1L,TRUE
0.99,bebidas,Refresco em Pó Tang Pêssego 25g,TRUE
2.69,bebidas,Bebida Lactea Chocoleite Vidro 208mL,TRUE
11.38,bebidas,Vinho Brasileiro Campo Largo Tinto Suave 750mL,TRUE
0.99,bebidas,Refresco em Pó Tang Tangerina 25g,TRUE
3.48,bebidas,Cerveja Sol Premium Long Neck 330mL,TRUE
27.90,bebidas,Vinho Chileno Concha y Toro Reservado Carménère Tinto 750mL,TRUE
11.90,bebidas,Suco Campo Largo Maçã 1L,TRUE
4.69,bebidas,Néctar Maguary Caju 1L,TRUE
2.99,bebidas,Leite Uht Parmalat 1lt Sem.desnatado Pet,TRUE
4.98,bebidas,Cerveja Corona LN 330mL,TRUE
2.48,bebidas,Cerveja Dado Bier Leve Lata 350mL,TRUE
13.90,bebidas,Suco Del Valle de Uva Integral 1.5L,TRUE
1.15,bebidas,Refresco Clight Citrus 8g,TRUE
1.98,bebidas,Néctar Sufresh Turma da Mônica Maçã 200mL,TRUE
6.17,bebidas,Chá Pronto Feel Good Verde 1L,TRUE
2.78,bebidas,Cerveja Brahma Zero Álcool 350mL,TRUE
1.75,bebidas,Bebida Láctea (Achocolatado) Piracanjuba Chocolate Sem Lactose 200mL,TRUE
7.47,bebidas,Bebida de Soja Ades Original Zero 1L,TRUE
4.69,bebidas,Néctar Maguary Abacaxi 1L,TRUE
20.88,bebidas,Cerveja Brahma Extra Weiss Long Neck 355mL C/6,TRUE
96.90,bebidas,Uísque (Whisky) Johnnie Walker Red Label 1L,TRUE
2.99,bebidas,Leite Parmalat Integral Max Multi Nutri 1L,TRUE
7.90,bebidas,Suco Campo Largo Laranja 900mL,TRUE
44.90,bebidas,Uísque (Whisky) Passport Scotch 1L,TRUE
6.85,bebidas,"Chá Pronto Lipton Ice Tea Limão 1,5L",TRUE
6.17,bebidas,Chá Branco Feel Good 1L,TRUE
2.79,bebidas,Água Tônica Schweppes Sem Açúcar 350mL,TRUE
3.99,bebidas,"Chá Pronto Leão Ice Tea Pêssego 1,5L",TRUE
2.25,bebidas,Refrigerante Fanta Laranja Lata 350mL,TRUE
4.69,bebidas,Néctar Maguary Laranja 1L,TRUE
0.69,bebidas,Refresco em Pó Fresh Guaraná 10g,TRUE
1.88,bebidas,Refrigerante Fanta Laranja 310mL,TRUE
99.90,bebidas,Vodca (Vodka) Absolut Tradicional 1L,TRUE
11.90,bebidas,Suco Sanjo Maçã Integral 1L,TRUE
6.98,bebidas,Cerveja Germânia 55 Lata 710mL,TRUE
1.87,bebidas,Refrigerante Coca Cola Plus Café 220mL,TRUE
2.99,bebidas,Leite Uht Parmalat 1l Desnatado Pet,TRUE
4.89,bebidas,Suco Concentrado Maguary Caju 500mL,TRUE
2.38,bebidas,Cerveja Opa Bier Pilsen 350mL,TRUE
7.78,bebidas,Suco Aurora Uva Integral 500mL,TRUE
0.69,bebidas,Refresco em Pó Fresh Laranja 10g,TRUE
5.47,bebidas,Bebida Láctea Toddynho Levinho 200mL c/3,TRUE
1.65,bebidas,Água de Coco Sococo Mais Tangerina 200mL,TRUE
1.99,bebidas,Néctar Del Valle Mais Uva 200mL,TRUE
5.99,bebidas,Bebida de Soja Ades Uva 1L,TRUE
119.90,bebidas,Gin Tanqueray 750mL,TRUE
2.18,bebidas,Cerveja Bali Hai Lager Lata 350mL,TRUE
7.48,bebidas,Cerveja Saint Bier Pilsen 600mL,TRUE
3.48,bebidas,Cerveja Bohemia Lata 473mL,TRUE
1.65,bebidas,Refrigerante Coca Cola Lata 220mL,TRUE
3.18,bebidas,Cerveja Brahma Extra Weiss Long Neck 355mL,TRUE
5.28,bebidas,Refrigerante Fanta Guaraná 2L,TRUE
4.48,bebidas,Cerveja Estrella Galicia Zero Álcool 330mL,TRUE
4.38,bebidas,"Refrigerante Fanta Laranja 1,5 Litro",TRUE
1.88,bebidas,Cerveja Serrana Lt 350mL,TRUE
3.78,bebidas,Cerveja Budweiser Ln 330mL,TRUE
0.69,bebidas,Refresco em Pó Fresh Uva 10g,TRUE
5.99,bebidas,Bebida de Soja Ades Maçã 1L,TRUE
6.99,bebidas,Energético Monster Green 473mL,TRUE
27.90,bebidas,Vinho Chileno Concha y Toro Reservado Malbec Tinto 750mL,TRUE
27.90,bebidas,Vinho Chileno Concha y Toro Reservado Sauvignon Blanc Branco 750mL,TRUE
9.17,bebidas,Aguardente (Cachaça) Caninha 51 965mL,TRUE
7.75,bebidas,Chá Campo Largo Hibisco e Cranberry 900mL,TRUE
8.25,bebidas,Água Mineral Acquajet com Gás 1.5l,TRUE
2.59,bebidas,Refrigerante Coca Cola Zero Vidro 250mL,TRUE
9.98,bebidas,Cerveja Lohn Bier Ipa 600mL,TRUE
4.58,bebidas,Cerveja Bierland Ipa 350mL,TRUE
14.98,bebidas,Cerveja Belga Blue Moon Belgian White 355mL,TRUE
6.17,bebidas,Chá Vermelho Feel Good com Amora 1L,TRUE
4.69,bebidas,Néctar Maguary Goiaba 1L,TRUE
1.79,bebidas,Suco Kapo Abacaxi 200mL,TRUE
27.90,bebidas,Vinho Chileno Concha y Toro Reservado Cabernet Sauvignon Tinto 750mL,TRUE
1.65,bebidas,Água de Coco Sococo Mais Maracujá 200mL,TRUE
23.90,bebidas,Vodca (Vodka) Smirnoff 600mL,TRUE
02.05,bebidas,Cerveja Kaiser Lata 350mL,TRUE
26.90,bebidas,Espumante Brasileiro Garibaldi Moscatel Rosé 750mL,TRUE
2.49,bebidas,Água Tônica Antarctica Gengibre 269mL,TRUE
32.90,bebidas,Vinho Chileno Concha y Toro Casillero del Diablo Cabernet Sauvignon Tinto 375mL,TRUE
4.98,bebidas,Cerveja Santa Catarina Premium Lager 600mL,TRUE
32.90,bebidas,Espumante Francês La Roche Brut Rosé 750mL,TRUE
0.69,bebidas,Refresco em Pó Fresh Maracujá 10g,TRUE
14.97,bebidas,Vodca (Vodka) Raiska 1L,TRUE
6.17,bebidas,"Refrigerante H2OH Limão 1,5 Litro",TRUE
11.90,bebidas,Suco Garibaldi Uva Integral 1L,TRUE
20.88,bebidas,Cerveja Brahma Extra Lager Long Neck 355mL C/6,TRUE
4.97,bebidas,Bebida Láctea Fibrallis Aveia 1L,TRUE
9.99,bebidas,Vinho Brasileiro Girola Tinto Suave 750mL,TRUE
4.97,bebidas,Bebida Láctea Fibrallis Quinoa/Linhaça 1L,TRUE
7.98,bebidas,"Refrigerante Coca-Cola 2,5L",TRUE
10.90,bebidas,"Suco Campo Largo Maçã Integral 1,350mL",TRUE
28.56,bebidas,Cerveja Skol Puro Malte C/12 350mL,TRUE
3.89,bebidas,"Refrigerante Fanta Guaraná 1,5L",TRUE
22.90,bebidas,Vinho Brasileiro Salton Classic Tinto Suave 750mL,TRUE
2.29,bebidas,Água Coco Del Valle 200mL,TRUE
4.28,bebidas,Cerveja Eisenbahn Pale Ale Lata 350mL,TRUE
6.99,bebidas,Agua Coco Do Bem 1l,TRUE
10.90,bebidas,"Suco Campo Largo Uva Integral 1,350mL",TRUE
12.79,bebidas,Água Mineral sem Gás Imperatriz 10L,TRUE
6.17,bebidas,Chá Pronto Feel Good Verde Laranja com Gengibre 1L,TRUE
0.79,bebidas,Refresco em Pó Frutau Maracujá 25g,TRUE
8.49,bebidas,Néctar Del Valle Laranja 100% Fruta 1L,TRUE
3.97,bebidas,Isotônico Powerade Mountain Blast 500mL,TRUE
11.98,bebidas,Cerveja Saint Bier Weiss 500mL,TRUE
13.49,bebidas,Suco Aurora Uva Integral 1L,TRUE
4.97,bebidas,Shake Verde Campo Natural Whey Banana 250mL,TRUE
2.79,bebidas,Água Tonica Schweppes 250mL,TRUE
2.49,bebidas,Água Crystal Sparkling Frutas Vermelhas 510mL,TRUE
2.49,bebidas,Água Crystal Sparkling Limão 510mL,TRUE
5.18,bebidas,Cerveja Eisenbahn Weizenbier 355mL,TRUE
5.18,bebidas,Cerveja Eisenbahn Pale Ale 355mL,TRUE
0.69,bebidas,Refresco em Pó Fresh Morango 10g,TRUE
4.68,bebidas,Néctar Sufresh Abacaxi 1L,TRUE
0.79,bebidas,Refresco em Pó Frutau Uva 25g,TRUE
8.97,bebidas,Aguardente (Cachaça) Velho Barreiro 910mL,TRUE
10.49,bebidas,Leite de Coco Ducoco Zero Lactose 1L,TRUE
6.78,bebidas,"Refrigerante Pepsi 2,5L",TRUE
6.99,bebidas,Suco Concentrado Maguary Uva 500mL,TRUE
39.24,bebidas,Cerveja Skol Puro Malte C/18 350mL,TRUE
3.99,bebidas,"Chá Pronto Leão Ice Tea Limão 1,5L",TRUE
9.90,bebidas,Refrigerante Coca Cola Sem Açúcar Lata 220mL Com 6 Unidades,TRUE
0.98,bebidas,Refrigerante Pepsi Pet 200mL,TRUE
2.83,bebidas,Refrig.h2oh 500ml Limoneto,TRUE
49.90,bebidas,Vinho Chileno Concha y Toro Casillero del Diablo Cabernet Sauvignon Tinto 750mL,TRUE
4.78,bebidas,Refrigerante Laranjinha Água da Serra 2 Litros,TRUE
5.18,bebidas,Refrigerante Guaraná Pureza 2L,TRUE
9.90,bebidas,Suco Campo Largo Uva Lev 900mL,TRUE
26.90,bebidas,Vinho Chileno Valle Hermoso Rosé 750mL,TRUE
23.88,bebidas,Cerveja Brahma Malzbier Long Neck 355mL c/6,TRUE
7.47,bebidas,Bebida de Soja Ades Shake de Morango 1L,TRUE
4.69,bebidas,Néctar Maguary Pêssego 1L,TRUE
0.79,bebidas,Refresco em Pó Frutau Laranja 25g,TRUE
19.79,bebidas,Água Mineral com Gás San Pellegrino 750mL,TRUE
4.69,bebidas,Néctar Maguary Tangerina 1L,TRUE
10.98,bebidas,Cerveja Saint Bier In Natura 600mL,TRUE
0.98,bebidas,Refrigerante Sukita Laranja Pet 200mL,TRUE
0.99,bebidas,Refresco Po Tang 25G Laranja/Limao,TRUE
02.09,bebidas,Bebida Láctea Piracanjuba 200mL Mocaccino,TRUE
24.90,bebidas,Espumante Brasileiro Garibaldi Brut 750mL,TRUE
159.00,bebidas,Uísque (Whisky) Chivas Regal 12 Anos 1L,TRUE
33.90,bebidas,Vinho Chileno Tarapacá Cosecha Carménère Tinto 750mL,TRUE
5.98,bebidas,Refrigerante Fanta Guarana 3L,TRUE
6.48,bebidas,Néctar Del Valle Mais Uva Light 1L,TRUE
9.90,bebidas,Refrigerante Coca Cola Lata 220mL Com 6 Unidades,TRUE
7.47,bebidas,Bebida de Soja Ades Vitamina de Banana 1L,TRUE
7.49,bebidas,Energético Red Bull Açaí 250mL,TRUE
49.90,bebidas,Vinho Chileno Concha y Toro Casillero del Diablo Pinot Noir Tinto 750mL,TRUE
3.48,bebidas,Cerveja Brahma Extra Red Lager Long Neck 355mL,TRUE
20.88,bebidas,Cerveja Brahma Extra Red Lager Long Neck 355mL C/6,TRUE
12.99,bebidas,Suco Campo Largo Uva Integral 1L,TRUE
13.90,bebidas,Vinho Brasileiro Sinuelo Branco Seco 750mL,TRUE
19.90,bebidas,Vinho Uruguaio Antiguas Estancias Tannat Tinto 750mL,TRUE
3.97,bebidas,Isotônico Powerade Uva 500mL,TRUE
0.79,bebidas,Refresco em Pó Frutau Salada de Frutas 25g,TRUE
139.90,bebidas,Uísque (Whisky) Jack Daniel's Honey 1L,TRUE
29.90,bebidas,Espumante Brasileiro Aurora Demi-Sec 750mL,TRUE
28.90,bebidas,Vinho Branco Jurupinga Dinalle 975mL,TRUE
15.90,bebidas,Vinho Argentino Santa Ana Branco 700mL,TRUE
16.97,bebidas,Catuaba Selvagem 1L,TRUE
2.49,bebidas,Chá Pronto Leão Guaraná Copo 300mL,TRUE
29.90,bebidas,Espumante Brasileiro Aurora Moscatel 750mL,TRUE
2.49,bebidas,Chá Pronto Matte Leão Limão Copo 300mL,TRUE
1.43,bebidas,Bebida Láctea Nescau Prontinho Com Canudo de Papel 200mL,TRUE
5.39,bebidas,Água Tônica Wewi Gengibre Orgânica 255mL,TRUE
7.75,bebidas,Chá Verde Campo Largo Gengibre e Limão 900mL,TRUE
7.75,bebidas,Chá Campo Largo 3 Chás Zero 900mL,TRUE
9.90,bebidas,Cerveja Argentina Patagonia Weisse Garrafa Descartável 740mL,TRUE
33.90,bebidas,Vinho Salton Intenso Merlot / Tannat 750mL,TRUE
18.90,bebidas,Suco Casa Madeira Uva Integral 1L,TRUE
3.49,bebidas,Suco Garibaldi Uva Integral 200mL,TRUE
0.79,bebidas,Refresco em Pó Frutau Limão 25g,TRUE
3.65,bebidas,Hidrotônico i9 Limão 500mL,TRUE
33.90,bebidas,Vinho Brasileiro Salton Intenso Merlot Tinto 750mL,TRUE
25.90,bebidas,Vinho Chileno San Clemente Carménère Tinto 750mL,TRUE
37.97,bebidas,Saquê (Sake) Jun Daiti 670mL,TRUE
11.99,bebidas,Vinho Brasileiro Chalise Tinto Suave 750mL,TRUE
0.79,bebidas,Refresco em Pó Frutau Morango 25g,TRUE
39.49,bebidas,Bitter Campari 900mL,TRUE
79.90,bebidas,Espumante Espanhol Freixenet Ice Demi-Sec Cava 750mL,TRUE
33.48,bebidas,Água Tônica Antárctica Lata 350mL c/12,TRUE
0.99,bebidas,Refresco em Pó Tang Goiaba 25g,TRUE
1.75,bebidas,Beb.lactea Pirakids 200ml Baunilha 5% Ac,TRUE
0.69,bebidas,Refresco em Pó Fresh Abacaxi 10g,TRUE
0.69,bebidas,Refresco em Pó Fresh Limão 10g,TRUE
10.98,bebidas,Cerveja Lohn Bier Sour Uva Goethe 330mL,TRUE
99.97,bebidas,Uísque (Whisky) Ballantine's Finest 1L,TRUE
6.48,bebidas,Néctar Del Valle Mais Pêssego 1L,TRUE
14.98,bebidas,Cerveja Barco San Diego American Pale Ale 600mL,TRUE
50.97,bebidas,Xarope Francês Monin Maçã Verde 700mL,TRUE
6.78,bebidas,"Refrigerante Guaraná Antarctica 2,5L",TRUE
3.78,bebidas,Refrigerante Guaraná Pureza Light 1L,TRUE
5.39,bebidas,Água Tônica Wewi Rose Orgânica 255mL,TRUE
4.58,bebidas,Cerveja Bierland Stout 350mL,TRUE
3.75,bebidas,Chá Pronto Leão Ice Tea Limão 450mL,TRUE
25.08,bebidas,Cerveja Stella Artois Long Neck 275mL c/6,TRUE
5.49,bebidas,Refrigerante Fanta Laranja Zero 2 Litros,TRUE
12.90,bebidas,Suco Garibaldi 1.5l Uva Branco,TRUE
4.99,bebidas,Suco Sammi Uva Verde 240mL,TRUE
7.98,bebidas,Chopp Draft Vinho Tinto 600mL,TRUE
4.49,bebidas,"Refrigerante Pepsi 1,5L",TRUE
29.90,bebidas,Espumante Brasileiro Salton Poética Rosé 750mL,TRUE
25.90,bebidas,Espumante Brasileiro Conde de Foucauld Demi-Sec 750mL,TRUE
76.90,bebidas,Gin Gordons 750mL,TRUE
3.69,bebidas,Suco Del Valle Fresh sabor Laranja Pet 1.5l,TRUE
26.90,bebidas,Vinho Chileno Valle Hermoso Merlot Tinto 750mL,TRUE
0.79,bebidas,Refresco em Pó Frutau Abacaxi 25g,TRUE
39.90,bebidas,Vinho Chileno Aromo Reserva Privada Cabernet Sauvignon Tinto 750mL,TRUE
7.47,bebidas,Bebida de Soja Ades Original 1L,TRUE
10.97,bebidas,Leite de Cabra Caprilat Integral 1L,TRUE
14.90,bebidas,Vinho Brasileiro Miracolo Tinto Suave 750mL,TRUE
13.99,bebidas,Vodca (Vodka) Intencion 900mL,TRUE
8.48,bebidas,Cerveja Opa Bier Pale Ale 600mL,TRUE
3.79,bebidas,Suco Concentrado Imbiara Caju 500mL,TRUE
11.38,bebidas,Vinho Brasileiro Campo Largo Branco Seco 750mL,TRUE
11.38,bebidas,Vinho Brasileiro Campo Largo Tinto Seco 750mL,TRUE
3.99,bebidas,Isotônico Gatorade Laranja 500mL,TRUE
12.90,bebidas,Vinho Brasileiro Sangue de Boi Tinto Suave 750mL,TRUE
33.36,bebidas,Cerveja Brahma Zero Álcool 350mL C/12,TRUE
10.98,bebidas,Néctar Del Valle Uva 100% Fruta 1L,TRUE
35.90,bebidas,Vinho Português Maria da Penha Branco 750mL,TRUE
23.90,bebidas,Espumante Brasileiro Salton Séries Demi-Sec 750mL,TRUE
45.90,bebidas,Vinho Português Casal Garcia Vinho Verde Rosé 750mL,TRUE
10.98,bebidas,Cerveja Opa Bier Ipa 600mL,TRUE
24.90,bebidas,Espumante Brasileiro Garibaldi Vero Brut Rosé 750mL,TRUE
11.94,bebidas,Refrig.coca Cola 310ml Zero Lt C/6,TRUE
1.15,bebidas,Refresco Clight Hibisco 8g,TRUE
1.49,bebidas,Bebida De Soja Ades Maçã 200mL,TRUE
1.78,bebidas,Refrigerante Guaraná Kuat 350mL,TRUE
